Category: All categories

Week,lockdown: (Switzerland)
2020-01-26,<1
2020-02-02,1
2020-02-09,<1
2020-02-16,<1
2020-02-23,1
2020-03-01,1
2020-03-08,9
2020-03-15,97
2020-03-22,24
2020-03-29,29
2020-04-05,33
2020-04-12,42
2020-04-19,30
2020-04-26,29
2020-05-03,26
2020-05-10,22
2020-05-17,17
2020-05-24,15
2020-05-31,11
2020-06-07,10
2020-06-14,10
2020-06-21,12
2020-06-28,10
2020-07-05,8
2020-07-12,7
2020-07-19,6
2020-07-26,8
2020-08-02,8
2020-08-09,7
2020-08-16,8
2020-08-23,10
2020-08-30,5
2020-09-06,8
2020-09-13,11
2020-09-20,10
2020-09-27,7
2020-10-04,12
2020-10-11,22
2020-10-18,57
2020-10-25,66
2020-11-01,60
2020-11-08,25
2020-11-15,27
2020-11-22,19
2020-11-29,16
2020-12-06,29
2020-12-13,100
2020-12-20,35
2020-12-27,22
2021-01-03,35
2021-01-10,66
2021-01-17,38
2021-01-24,27
2021-01-31,26
2021-02-07,51
2021-02-14,32
2021-02-21,19
2021-02-28,17
2021-03-07,14
2021-03-14,18
2021-03-21,20
2021-03-28,13
2021-04-04,14
2021-04-11,13
2021-04-18,10
2021-04-25,8
2021-05-02,6
2021-05-09,5
2021-05-16,3
2021-05-23,4
2021-05-30,5
2021-06-06,3
2021-06-13,3
2021-06-20,3
2021-06-27,4
2021-07-04,4
2021-07-11,4
2021-07-18,5
2021-07-25,4
2021-08-01,4
2021-08-08,3
2021-08-15,5
2021-08-22,4
2021-08-29,3
2021-09-05,2
2021-09-12,3
2021-09-19,2
2021-09-26,2
2021-10-03,3
2021-10-10,3
2021-10-17,4
2021-10-24,5
2021-10-31,3
2021-11-07,9
2021-11-14,31
2021-11-21,24
2021-11-28,15
2021-12-05,15
2021-12-12,11
2021-12-19,14
2021-12-26,9
2022-01-02,7
2022-01-09,4
2022-01-16,3
2022-01-23,2
2022-01-30,2
2022-02-06,1
2022-02-13,1
2022-02-20,1
2022-02-27,2
2022-03-06,2
2022-03-13,3
2022-03-20,2
2022-03-27,3
2022-04-03,2
2022-04-10,4
