Category: All categories

Week,Lockdown: (India)
2020-01-26,<1
2020-02-02,<1
2020-02-09,<1
2020-02-16,<1
2020-02-23,<1
2020-03-01,<1
2020-03-08,1
2020-03-15,8
2020-03-22,76
2020-03-29,56
2020-04-05,100
2020-04-12,73
2020-04-19,59
2020-04-26,96
2020-05-03,68
2020-05-10,74
2020-05-17,83
2020-05-24,57
2020-05-31,36
2020-06-07,42
2020-06-14,27
2020-06-21,24
2020-06-28,33
2020-07-05,34
2020-07-12,39
2020-07-19,29
2020-07-26,29
2020-08-02,17
2020-08-09,12
2020-08-16,15
2020-08-23,17
2020-08-30,15
2020-09-06,12
2020-09-13,11
2020-09-20,11
2020-09-27,7
2020-10-04,4
2020-10-11,3
2020-10-18,3
2020-10-25,5
2020-11-01,5
2020-11-08,3
2020-11-15,14
2020-11-22,20
2020-11-29,7
2020-12-06,3
2020-12-13,3
2020-12-20,7
2020-12-27,4
2021-01-03,3
2021-01-10,2
2021-01-17,2
2021-01-24,3
2021-01-31,2
2021-02-07,2
2021-02-14,8
2021-02-21,22
2021-02-28,9
2021-03-07,12
2021-03-14,26
2021-03-21,32
2021-03-28,26
2021-04-04,43
2021-04-11,58
2021-04-18,76
2021-04-25,62
2021-05-02,82
2021-05-09,60
2021-05-16,47
2021-05-23,51
2021-05-30,55
2021-06-06,39
2021-06-13,30
2021-06-20,18
2021-06-27,19
2021-07-04,10
2021-07-11,9
2021-07-18,6
2021-07-25,9
2021-08-01,10
2021-08-08,7
2021-08-15,5
2021-08-22,3
2021-08-29,4
2021-09-05,3
2021-09-12,3
2021-09-19,2
2021-09-26,2
2021-10-03,2
2021-10-10,1
2021-10-17,2
2021-10-24,3
2021-10-31,2
2021-11-07,2
2021-11-14,3
2021-11-21,2
2021-11-28,10
2021-12-05,6
2021-12-12,3
2021-12-19,6
2021-12-26,12
2022-01-02,33
2022-01-09,17
2022-01-16,10
2022-01-23,5
2022-01-30,3
2022-02-06,2
2022-02-13,1
2022-02-20,1
2022-02-27,1
2022-03-06,1
2022-03-13,2
2022-03-20,2
2022-03-27,1
2022-04-03,1
2022-04-10,1
